,CVEno,pubdate,CVSS,category,SLA,jobtype,team1,team2,team3,totaltime
362,363,2017-01-12 20:59:00,5.5,medium,14,concurrent,4,3,2,9
363,364,2017-01-12 20:59:00,5.5,medium,14,concurrent,5,3,1,9
364,365,2017-01-12 20:59:00,5.5,medium,14,concurrent,0,6,0,6
365,366,2017-01-12 20:59:00,5.5,medium,14,concurrent,4,0,2,6
366,367,2017-01-12 20:59:00,7.5,high,7,sequential,3,7,2,12
367,368,2017-01-12 20:59:00,5.5,medium,14,concurrent,5,5,1,11
368,369,2017-01-12 20:59:00,5.5,medium,14,concurrent,3,3,1,7
369,370,2017-01-12 20:59:00,5.5,medium,14,concurrent,3,3,1,7
370,371,2017-01-13 16:59:00,5.5,medium,14,concurrent,2,1,3,6
371,372,2017-01-12 20:59:00,5.5,medium,14,concurrent,5,0,0,5
372,373,2017-01-12 20:59:00,5.5,medium,14,concurrent,5,2,2,9
373,374,2017-01-12 20:59:00,5.5,medium,14,sequential,1,0,0,1
374,375,2017-01-12 20:59:00,5.5,medium,14,concurrent,2,4,3,9
375,376,2017-01-12 20:59:00,7.0,high,7,concurrent,2,6,1,9
376,377,2017-01-12 20:59:00,7.0,high,7,concurrent,3,7,0,10
377,378,2017-02-08 15:59:00,7.8,high,7,concurrent,1,0,2,3
378,379,2017-02-08 15:59:00,7.8,high,7,concurrent,2,0,2,4
379,380,2017-02-08 15:59:00,7.8,high,7,concurrent,2,5,0,7
380,381,2017-02-08 15:59:00,7.8,high,7,concurrent,2,4,1,7
381,382,2017-02-08 15:59:00,7.8,high,7,concurrent,4,4,1,9
382,383,2017-02-08 15:59:00,7.8,high,7,concurrent,3,7,2,12
383,384,2017-02-08 15:59:00,7.8,high,7,concurrent,1,6,1,8
384,385,2017-02-08 15:59:00,7.8,high,7,sequential,0,0,0,0
385,386,2017-02-08 15:59:00,5.5,medium,14,concurrent,1,4,1,6
386,387,2017-02-08 15:59:00,5.5,medium,14,concurrent,3,0,3,6
387,388,2017-02-08 15:59:00,7.8,high,7,sequential,2,6,2,10
388,389,2017-02-08 15:59:00,7.8,high,7,concurrent,3,2,2,7
389,390,2017-02-08 15:59:00,7.8,high,7,sequential,2,3,2,7
390,391,2017-02-08 15:59:00,7.8,high,7,concurrent,5,6,2,13
391,392,2017-02-08 15:59:00,7.8,high,7,concurrent,2,6,2,10
392,393,2017-02-08 15:59:00,5.5,medium,14,concurrent,0,3,2,5
393,394,2017-02-08 15:59:00,5.5,medium,14,concurrent,1,5,2,8
394,395,2017-02-08 15:59:00,7.5,high,7,concurrent,3,0,3,6
395,396,2017-02-08 15:59:00,5.3,medium,14,concurrent,1,1,3,5
396,397,2017-02-08 15:59:00,5.5,medium,14,concurrent,4,7,1,12
397,398,2017-02-08 15:59:00,5.5,medium,14,concurrent,3,6,3,12
398,399,2017-02-08 15:59:00,5.5,medium,14,concurrent,3,0,3,6
399,400,2017-02-08 15:59:00,7.8,high,7,concurrent,3,1,0,4
400,401,2017-02-08 15:59:00,7.8,high,7,concurrent,0,4,2,6
401,402,2017-02-08 15:59:00,7.8,high,7,concurrent,4,2,2,8
402,403,2017-02-08 15:59:00,7.8,high,7,concurrent,2,5,2,9
403,404,2018-04-05 18:29:00,7.8,high,7,concurrent,3,1,0,4
404,405,2017-02-08 15:59:00,7.0,high,7,concurrent,1,3,2,6
405,406,2017-02-08 15:59:00,7.0,high,7,concurrent,1,4,0,5
406,407,2017-02-08 15:59:00,7.0,high,7,sequential,5,0,3,8
407,408,2017-02-08 15:59:00,7.0,high,7,concurrent,1,4,3,8
408,409,2017-02-08 15:59:00,7.0,high,7,concurrent,5,6,3,14
409,410,2017-02-08 15:59:00,7.0,high,7,concurrent,3,2,2,7
410,411,2017-02-08 15:59:00,7.0,high,7,concurrent,5,2,3,10
411,412,2017-02-08 15:59:00,7.0,high,7,concurrent,5,1,0,6
412,413,2017-02-08 15:59:00,7.0,high,7,concurrent,2,5,0,7
413,414,2017-02-08 15:59:00,7.0,high,7,concurrent,1,4,0,5
414,415,2017-02-08 15:59:00,7.0,high,7,concurrent,2,1,0,3
415,416,2017-02-08 15:59:00,7.0,high,7,concurrent,5,2,2,9
416,417,2017-02-08 15:59:00,7.0,high,7,concurrent,0,6,2,8
417,418,2017-02-08 15:59:00,7.0,high,7,concurrent,3,1,3,7
418,419,2017-02-08 15:59:00,7.0,high,7,concurrent,3,1,0,4
419,420,2017-02-08 15:59:00,7.0,high,7,concurrent,4,4,1,9
420,421,2017-02-08 15:59:00,5.5,medium,14,concurrent,2,3,2,7
421,422,2017-02-08 15:59:00,7.0,high,7,concurrent,2,5,0,7
422,423,2017-02-08 15:59:00,7.8,high,7,concurrent,4,5,0,9
423,424,2017-02-08 15:59:00,4.7,medium,14,concurrent,2,3,1,6
424,425,2017-03-08 01:59:00,4.7,medium,14,concurrent,4,5,0,9
425,426,2017-03-08 01:59:00,7.0,high,7,concurrent,4,1,2,7
426,427,2017-04-07 22:59:00,7.0,high,7,concurrent,3,4,2,9
427,428,2017-03-08 01:59:00,7.8,high,7,concurrent,3,1,3,7
428,429,2017-03-08 01:59:00,7.0,high,7,concurrent,5,2,3,10
429,430,2017-03-08 01:59:00,7.0,high,7,concurrent,1,7,3,11
430,431,2017-03-08 01:59:00,7.0,high,7,sequential,5,1,0,6
431,432,2017-03-08 01:59:00,4.7,medium,14,sequential,4,2,3,9
432,433,2017-03-08 01:59:00,7.0,high,7,concurrent,0,6,3,9
433,434,2017-03-08 01:59:00,4.7,medium,14,concurrent,0,6,1,7
434,435,2017-04-07 22:59:00,7.0,high,7,concurrent,4,3,1,8
435,436,2017-03-08 01:59:00,7.0,high,7,concurrent,1,5,3,9
436,437,2017-03-08 01:59:00,7.0,high,7,concurrent,0,2,1,3
437,438,2017-05-12 15:29:00,7.0,high,7,concurrent,1,3,2,6
438,439,2017-03-08 01:59:00,7.8,high,7,concurrent,2,5,3,10
439,440,2017-03-08 01:59:00,7.8,high,7,concurrent,1,6,2,9
440,441,2017-03-08 01:59:00,7.8,high,7,sequential,1,7,1,9
441,442,2017-03-08 01:59:00,7.8,high,7,concurrent,0,2,2,4
442,443,2017-03-08 01:59:00,7.8,high,7,concurrent,0,3,3,6
443,444,2017-03-08 01:59:00,7.8,high,7,concurrent,5,0,0,5
444,445,2017-03-08 01:59:00,7.8,high,7,concurrent,2,0,0,2
445,446,2017-03-08 01:59:00,7.8,high,7,concurrent,4,6,2,12
446,447,2017-03-08 01:59:00,7.8,high,7,concurrent,3,7,0,10
447,448,2017-03-08 01:59:00,7.8,high,7,concurrent,1,3,2,6
448,449,2017-03-08 01:59:00,7.8,high,7,concurrent,2,2,3,7
449,450,2017-03-08 01:59:00,7.8,high,7,concurrent,1,0,2,3
450,451,2017-03-08 01:59:00,7.8,high,7,concurrent,0,6,3,9
451,452,2017-03-08 01:59:00,7.8,high,7,concurrent,5,3,2,10
452,453,2017-03-08 01:59:00,7.8,high,7,sequential,1,6,3,10
453,454,2017-03-08 01:59:00,7.8,high,7,concurrent,1,7,2,10
454,455,2017-03-08 01:59:00,5.5,medium,14,concurrent,0,1,3,4
455,456,2017-03-08 01:59:00,5.5,medium,14,concurrent,3,0,0,3
456,457,2017-03-08 01:59:00,5.5,medium,14,concurrent,5,7,3,15
457,458,2017-03-08 01:59:00,5.5,medium,14,concurrent,4,2,1,7
458,459,2017-03-08 01:59:00,5.5,medium,14,concurrent,0,0,0,0
459,460,2017-03-08 01:59:00,5.5,medium,14,concurrent,4,4,1,9
460,461,2017-03-08 01:59:00,5.5,medium,14,concurrent,3,4,1,8
461,462,2017-03-08 01:59:00,5.5,medium,14,concurrent,4,4,1,9
462,463,2017-03-08 01:59:00,5.5,medium,14,concurrent,0,1,3,4
463,464,2017-03-08 01:59:00,5.5,medium,14,concurrent,1,5,2,8
464,465,2017-03-08 01:59:00,5.5,medium,14,concurrent,1,3,1,5
465,466,2017-05-12 15:29:00,5.5,medium,14,concurrent,4,0,3,7
466,467,2017-03-08 01:59:00,5.5,medium,14,concurrent,2,0,0,2
467,468,2017-03-08 01:59:00,5.5,medium,14,concurrent,3,5,2,10
468,469,2017-03-08 01:59:00,5.5,medium,14,concurrent,0,4,3,7
469,470,2017-03-08 01:59:00,4.7,medium,14,sequential,0,4,3,7
470,471,2017-03-08 01:59:00,5.5,medium,14,concurrent,4,3,2,9
471,472,2017-03-08 01:59:00,5.5,medium,14,concurrent,3,3,0,6
472,473,2017-03-08 01:59:00,7.8,high,7,concurrent,4,6,2,12
473,474,2017-03-08 01:59:00,7.8,high,7,sequential,5,7,3,15
474,475,2017-03-08 01:59:00,7.8,high,7,concurrent,3,2,2,7
475,476,2017-03-08 01:59:00,7.8,high,7,concurrent,4,6,0,10
476,477,2017-03-08 01:59:00,7.8,high,7,concurrent,4,5,3,12
477,478,2017-03-08 01:59:00,7.8,high,7,concurrent,4,2,3,9
478,479,2017-03-08 01:59:00,7.8,high,7,concurrent,0,5,1,6
479,480,2017-03-08 01:59:00,7.8,high,7,concurrent,3,7,1,11
480,481,2017-03-08 01:59:00,7.8,high,7,concurrent,4,1,3,8
481,482,2017-03-08 01:59:00,7.8,high,7,concurrent,1,7,0,8
482,483,2017-03-08 01:59:00,7.8,high,7,concurrent,1,6,1,8
483,484,2017-03-08 01:59:00,7.0,high,7,concurrent,0,1,0,1
484,485,2017-03-08 01:59:00,7.0,high,7,concurrent,2,5,1,8
485,486,2017-03-08 01:59:00,7.0,high,7,concurrent,0,6,2,8
486,487,2017-03-08 01:59:00,7.0,high,7,concurrent,3,1,2,6
487,488,2017-03-08 01:59:00,7.0,high,7,sequential,0,6,3,9
488,489,2017-03-08 01:59:00,7.0,high,7,sequential,5,4,1,10
489,490,2017-03-08 01:59:00,7.8,high,7,sequential,3,4,3,10
490,491,2017-03-08 01:59:00,7.0,high,7,concurrent,0,5,3,8
491,492,2017-03-08 01:59:00,7.0,high,7,concurrent,0,4,2,6
492,493,2017-03-08 01:59:00,7.0,high,7,concurrent,5,4,3,12
493,494,2017-03-08 01:59:00,7.0,high,7,concurrent,4,2,1,7
494,495,2017-03-08 01:59:00,7.0,high,7,sequential,0,6,3,9
495,496,2017-03-08 01:59:00,7.8,high,7,concurrent,5,2,1,8
496,497,2017-03-08 01:59:00,5.5,medium,14,sequential,0,5,3,8
497,498,2017-03-08 01:59:00,4.7,medium,14,concurrent,3,4,2,9
498,499,2017-03-08 01:59:00,4.7,medium,14,concurrent,5,1,1,7
499,500,2017-03-08 01:59:00,4.7,medium,14,concurrent,4,3,0,7
500,501,2017-03-08 01:59:00,4.7,medium,14,concurrent,1,4,3,8
501,502,2017-03-08 01:59:00,4.7,medium,14,sequential,4,1,3,8
502,503,2017-03-08 01:59:00,4.7,medium,14,concurrent,4,1,3,8
503,504,2017-03-08 01:59:00,4.7,medium,14,concurrent,3,2,3,8
504,505,2017-04-07 22:59:00,7.8,high,7,concurrent,0,5,3,8
505,506,2017-04-07 22:59:00,7.8,high,7,concurrent,1,3,2,6
506,507,2017-04-07 22:59:00,7.8,high,7,concurrent,1,7,1,9
507,508,2017-04-07 22:59:00,7.8,high,7,concurrent,0,6,0,6
508,509,2017-04-07 22:59:00,7.8,high,7,concurrent,3,3,2,8
509,510,2017-04-07 22:59:00,7.8,high,7,concurrent,2,3,2,7
510,511,2017-04-07 22:59:00,7.8,high,7,concurrent,0,0,2,2
511,512,2017-04-07 22:59:00,7.8,high,7,concurrent,2,1,1,4
512,513,2017-04-07 22:59:00,7.8,high,7,concurrent,3,0,2,5
513,514,2017-04-07 22:59:00,5.5,medium,14,concurrent,0,2,2,4
514,515,2017-04-07 22:59:00,5.5,medium,14,concurrent,2,4,3,9
515,516,2017-04-07 22:59:00,5.5,medium,14,concurrent,4,3,0,7
516,517,2017-04-07 22:59:00,5.5,medium,14,concurrent,3,5,3,11
517,518,2017-04-07 22:59:00,5.5,medium,14,concurrent,2,1,2,5
518,519,2017-04-07 22:59:00,5.5,medium,14,concurrent,1,2,2,5
519,520,2017-04-07 22:59:00,7.0,high,7,concurrent,4,1,2,7
520,521,2017-04-07 22:59:00,7.8,high,7,concurrent,2,3,0,5
521,522,2017-04-07 22:59:00,5.5,medium,14,concurrent,4,5,1,10
522,523,2017-04-07 22:59:00,5.5,medium,14,concurrent,4,1,3,8
523,524,2017-04-07 22:59:00,5.5,medium,14,concurrent,3,4,3,10
524,525,2017-04-07 22:59:00,5.5,medium,14,concurrent,1,3,3,7
525,526,2017-04-07 22:59:00,5.5,medium,14,concurrent,1,6,2,9
526,527,2017-04-07 22:59:00,5.5,medium,14,concurrent,0,5,0,5
527,528,2017-04-07 22:59:00,9.8,critical,3,concurrent,1,0,3,4
528,529,2017-04-07 22:59:00,7.8,high,7,concurrent,0,0,2,2
529,530,2017-04-07 22:59:00,7.8,high,7,concurrent,3,1,0,4
530,531,2017-04-07 22:59:00,7.8,high,7,concurrent,0,4,2,6
531,532,2017-04-07 22:59:00,7.0,high,7,concurrent,0,7,0,7
532,533,2017-04-07 22:59:00,7.0,high,7,concurrent,4,1,2,7
533,534,2017-04-07 22:59:00,7.0,high,7,concurrent,2,5,3,10
534,535,2017-04-07 22:59:00,7.0,high,7,concurrent,0,3,0,3
535,536,2017-04-07 22:59:00,7.0,high,7,concurrent,5,4,3,12
536,537,2017-04-07 22:59:00,7.0,high,7,concurrent,1,5,3,9
537,538,2017-04-07 22:59:00,7.0,high,7,concurrent,5,6,2,13
538,539,2017-04-07 22:59:00,7.0,high,7,concurrent,3,2,3,8
539,540,2017-04-07 22:59:00,7.0,high,7,concurrent,2,0,0,2
540,541,2017-04-07 22:59:00,7.0,high,7,concurrent,5,7,1,13
541,542,2017-04-07 22:59:00,7.0,high,7,concurrent,3,3,2,8
542,543,2017-04-07 22:59:00,7.0,high,7,concurrent,3,6,0,9
543,544,2017-04-07 22:59:00,7.0,high,7,concurrent,1,0,1,2
544,545,2017-04-07 22:59:00,7.0,high,7,concurrent,5,5,3,13
545,546,2017-04-07 22:59:00,7.0,high,7,concurrent,3,6,2,11
546,547,2017-04-07 22:59:00,7.0,high,7,concurrent,4,3,2,9
547,548,2017-04-07 22:59:00,7.0,high,7,sequential,1,5,1,7
548,549,2017-04-07 22:59:00,7.0,high,7,concurrent,1,0,1,2
549,550,2017-04-07 22:59:00,7.0,high,7,concurrent,2,1,1,4
550,551,2017-04-07 22:59:00,4.7,medium,14,concurrent,2,2,3,7
551,552,2017-04-07 22:59:00,4.7,medium,14,concurrent,4,7,0,11
552,553,2017-04-07 22:59:00,4.7,medium,14,concurrent,3,7,3,13
553,554,2017-05-12 15:29:00,7.8,high,7,concurrent,4,1,1,6
554,555,2017-05-12 15:29:00,7.8,high,7,concurrent,1,1,2,4
555,556,2017-05-12 15:29:00,7.8,high,7,concurrent,5,6,1,12
556,557,2017-05-12 15:29:00,7.8,high,7,concurrent,0,2,3,5
557,558,2017-05-12 15:29:00,7.8,high,7,concurrent,2,6,3,11
558,559,2017-05-12 15:29:00,7.8,high,7,concurrent,2,0,0,2
559,560,2017-05-12 15:29:00,7.8,high,7,concurrent,0,3,1,4
560,561,2017-05-12 15:29:00,7.8,high,7,concurrent,2,4,3,9
561,562,2017-05-12 15:29:00,7.8,high,7,concurrent,3,5,3,11
562,563,2017-05-12 15:29:00,7.8,high,7,concurrent,0,3,0,3
563,564,2017-05-12 15:29:00,7.8,high,7,concurrent,5,2,0,7
564,565,2017-05-12 15:29:00,5.5,medium,14,concurrent,1,0,1,2
565,566,2017-05-12 15:29:00,5.5,medium,14,concurrent,4,2,0,6
566,567,2017-05-12 15:29:00,5.5,medium,14,concurrent,1,1,1,3
567,568,2017-05-12 15:29:00,5.5,medium,14,concurrent,4,3,0,7
568,569,2017-05-12 15:29:00,5.5,medium,14,sequential,4,1,0,5
569,570,2017-05-12 15:29:00,4.7,medium,14,concurrent,4,2,2,8
570,571,2017-05-12 15:29:00,7.8,high,7,concurrent,0,2,2,4
572,573,2017-05-12 15:29:00,7.0,high,7,concurrent,2,5,3,10
573,574,2017-05-12 15:29:00,7.0,high,7,concurrent,1,5,1,7
574,575,2017-05-12 15:29:00,7.0,high,7,concurrent,4,1,3,8
575,576,2017-05-12 15:29:00,7.0,high,7,concurrent,0,2,0,2
576,577,2017-05-12 15:29:00,7.0,high,7,concurrent,2,1,3,6
577,578,2017-05-12 15:29:00,7.0,high,7,concurrent,5,3,1,9
578,579,2017-05-12 15:29:00,7.0,high,7,concurrent,0,0,3,3
579,580,2017-05-12 15:29:00,7.0,high,7,sequential,0,0,1,1
580,581,2017-05-12 15:29:00,7.0,high,7,concurrent,0,4,1,5
581,582,2017-05-12 15:29:00,7.0,high,7,concurrent,3,0,1,4
582,583,2017-05-12 15:29:00,7.0,high,7,concurrent,1,0,0,1
583,584,2017-05-12 15:29:00,7.0,high,7,concurrent,1,5,1,7
584,585,2017-05-12 15:29:00,7.0,high,7,concurrent,5,6,1,12
585,586,2017-05-12 15:29:00,7.0,high,7,concurrent,5,0,1,6
586,587,2017-05-12 15:29:00,7.0,high,7,concurrent,3,5,2,10
587,588,2017-05-12 15:29:00,7.0,high,7,concurrent,0,4,1,5
588,589,2017-05-12 15:29:00,7.0,high,7,concurrent,4,5,0,9
589,590,2017-05-12 15:29:00,7.0,high,7,concurrent,2,1,3,6
590,591,2017-05-12 15:29:00,5.5,medium,14,concurrent,5,6,3,14
591,592,2017-05-12 15:29:00,5.5,medium,14,concurrent,2,6,0,8
592,593,2017-05-12 15:29:00,5.5,medium,14,concurrent,1,1,3,5
593,594,2017-05-12 15:29:00,4.7,medium,14,concurrent,5,2,0,7
594,595,2017-05-12 15:29:00,4.7,medium,14,concurrent,5,2,2,9
595,596,2017-05-12 15:29:00,4.7,medium,14,concurrent,5,2,3,10
596,597,2017-05-12 15:29:00,4.7,medium,14,concurrent,4,3,0,7
597,598,2017-05-12 15:29:00,4.7,medium,14,concurrent,3,5,1,9
598,599,2017-05-12 15:29:00,4.7,medium,14,concurrent,2,7,1,10
599,600,2017-05-12 15:29:00,4.7,medium,14,concurrent,4,4,0,8
600,601,2017-05-12 15:29:00,4.7,medium,14,concurrent,5,6,0,11
601,602,2017-05-12 15:29:00,5.5,medium,14,concurrent,5,5,1,11
602,603,2017-06-14 13:29:00,7.0,high,7,concurrent,0,1,0,1
603,604,2017-06-14 13:29:00,7.8,high,7,concurrent,2,5,2,9
604,605,2017-06-14 13:29:00,7.8,high,7,concurrent,0,2,1,3
605,606,2017-06-14 13:29:00,5.5,medium,14,concurrent,4,1,2,7
606,607,2017-06-14 13:29:00,5.5,medium,14,concurrent,5,6,3,14
607,608,2017-06-14 13:29:00,5.5,medium,14,concurrent,1,4,0,5
608,609,2017-06-14 13:29:00,5.5,medium,14,concurrent,0,3,1,4
609,610,2017-06-14 13:29:00,5.5,medium,14,concurrent,4,2,2,8
610,611,2017-06-14 13:29:00,5.5,medium,14,concurrent,2,4,2,8
611,612,2017-06-14 13:29:00,5.5,medium,14,concurrent,3,4,3,10
612,613,2017-06-14 13:29:00,5.5,medium,14,concurrent,3,2,1,6
613,614,2017-06-14 13:29:00,5.5,medium,14,concurrent,4,5,1,10
614,615,2017-06-14 13:29:00,7.8,high,7,concurrent,3,4,2,9
615,616,2017-06-14 13:29:00,7.0,high,7,concurrent,2,0,0,2
616,617,2017-06-14 13:29:00,4.7,medium,14,concurrent,3,1,3,7
617,618,2017-06-14 13:29:00,4.7,medium,14,concurrent,0,4,1,5
618,619,2017-06-14 13:29:00,7.8,high,7,concurrent,0,6,2,8
619,620,2017-07-06 20:29:00,7.8,high,7,concurrent,1,0,2,3
620,621,2017-07-06 20:29:00,7.8,high,7,concurrent,4,4,0,8
621,622,2017-07-06 20:29:00,7.8,high,7,concurrent,4,6,2,12
622,623,2017-07-06 20:29:00,7.8,high,7,concurrent,0,1,2,3
623,624,2017-07-06 20:29:00,5.5,medium,14,concurrent,4,6,0,10
624,625,2017-07-06 20:29:00,5.5,medium,14,concurrent,3,7,1,11
625,626,2017-07-06 20:29:00,5.5,medium,14,concurrent,4,3,2,9
626,627,2017-07-06 20:29:00,7.8,high,7,concurrent,3,3,1,7
627,628,2017-07-06 20:29:00,5.5,medium,14,concurrent,1,7,0,8
628,629,2017-07-06 20:29:00,7.8,high,7,concurrent,1,4,2,7
629,630,2017-07-06 20:29:00,7.8,high,7,concurrent,0,4,1,5
630,631,2017-07-06 20:29:00,7.8,high,7,concurrent,2,2,1,5
631,632,2017-07-06 20:29:00,7.8,high,7,concurrent,4,4,2,10
632,633,2017-07-06 20:29:00,7.8,high,7,concurrent,3,0,0,3
633,634,2017-07-06 20:29:00,7.8,high,7,concurrent,0,1,2,3
634,635,2017-07-06 20:29:00,7.8,high,7,concurrent,2,1,3,6
635,636,2017-07-06 20:29:00,7.8,high,7,concurrent,2,7,1,10
636,637,2017-07-06 20:29:00,7.8,high,7,concurrent,3,7,3,13
637,638,2017-07-06 20:29:00,7.8,high,7,concurrent,0,0,1,1
638,639,2017-07-06 20:29:00,7.8,high,7,concurrent,4,4,3,11
639,640,2017-07-06 20:29:00,7.8,high,7,concurrent,1,0,0,1
640,641,2017-07-06 20:29:00,5.5,medium,14,concurrent,0,3,2,5
641,642,2017-07-06 20:29:00,5.5,medium,14,concurrent,4,5,1,10
642,643,2017-08-18 17:29:00,5.5,medium,14,concurrent,5,2,0,7
643,644,2017-07-06 20:29:00,5.5,medium,14,concurrent,5,2,2,9
644,645,2017-07-06 20:29:00,5.5,medium,14,concurrent,4,4,3,11
645,646,2017-07-06 20:29:00,5.5,medium,14,concurrent,4,0,2,6
646,647,2017-07-06 20:29:00,5.5,medium,14,sequential,5,3,3,11
647,648,2017-07-06 20:29:00,5.5,medium,14,concurrent,3,6,3,12
648,649,2017-07-06 20:29:00,5.5,medium,14,concurrent,1,4,0,5
649,650,2017-07-06 20:29:00,5.5,medium,14,sequential,2,1,0,3
650,651,2017-07-06 20:29:00,5.5,medium,14,concurrent,1,5,2,8
651,652,2017-07-06 20:29:00,5.5,medium,14,concurrent,0,3,0,3
652,653,2017-07-06 20:29:00,5.5,medium,14,concurrent,1,1,2,4
653,654,2017-07-06 20:29:00,5.5,medium,14,concurrent,5,0,1,6
654,655,2017-07-06 20:29:00,5.5,medium,14,concurrent,2,5,2,9
655,656,2017-07-06 20:29:00,7.8,high,7,concurrent,1,1,0,2
656,657,2017-07-06 20:29:00,7.8,high,7,concurrent,2,6,1,9
657,658,2017-07-06 20:29:00,7.8,high,7,concurrent,2,7,1,10
658,659,2017-07-06 20:29:00,7.8,high,7,concurrent,0,6,3,9
659,660,2017-07-06 20:29:00,7.8,high,7,concurrent,2,1,1,4
660,661,2017-07-06 20:29:00,6.8,medium,14,concurrent,1,1,3,5
661,662,2017-07-06 20:29:00,6.8,medium,14,concurrent,2,5,2,9
662,663,2017-07-06 20:29:00,7.8,high,7,concurrent,3,1,2,6
663,664,2017-07-06 20:29:00,5.5,medium,14,concurrent,3,2,2,7
664,665,2017-07-06 20:29:00,3.3,low,30,concurrent,1,1,0,2
665,666,2017-07-06 20:29:00,7.8,high,7,concurrent,2,7,0,9
666,667,2017-07-06 20:29:00,7.8,high,7,concurrent,3,0,3,6
667,668,2017-08-09 21:29:00,7.8,high,7,concurrent,5,7,1,13
668,669,2017-08-09 21:29:00,7.8,high,7,concurrent,3,6,1,10
669,670,2017-08-09 21:29:00,7.8,high,7,concurrent,4,7,2,13
670,671,2017-08-09 21:29:00,7.8,high,7,concurrent,3,0,2,5
671,672,2017-08-09 21:29:00,7.8,high,7,concurrent,4,1,3,8
672,673,2017-08-09 21:29:00,7.8,high,7,concurrent,4,1,2,7
673,674,2017-08-09 21:29:00,7.8,high,7,concurrent,3,5,2,10
674,675,2017-08-09 21:29:00,7.8,high,7,concurrent,2,2,1,5
675,676,2017-08-09 21:29:00,7.8,high,7,concurrent,1,5,1,7
676,677,2017-08-09 21:29:00,7.8,high,7,concurrent,0,5,0,5
677,678,2017-08-09 21:29:00,7.8,high,7,concurrent,5,2,0,7
678,679,2017-08-09 21:29:00,5.5,medium,14,concurrent,4,7,0,11
679,680,2017-08-09 21:29:00,5.5,medium,14,concurrent,0,2,3,5
680,681,2017-08-09 21:29:00,5.5,medium,14,concurrent,2,0,1,3
681,682,2017-08-09 21:29:00,7.8,high,7,concurrent,3,6,2,11
682,683,2017-08-09 21:29:00,7.8,high,7,concurrent,1,1,0,2
683,684,2017-08-09 21:29:00,7.8,high,7,concurrent,1,5,1,7
684,685,2017-08-09 21:29:00,5.5,medium,14,concurrent,5,4,1,10
685,686,2017-08-09 21:29:00,7.8,high,7,concurrent,3,6,1,10
686,687,2017-08-09 21:29:00,7.8,high,7,concurrent,4,2,0,6
687,688,2017-08-09 21:29:00,5.5,medium,14,concurrent,5,6,1,12
688,689,2017-08-09 21:29:00,5.5,medium,14,concurrent,5,0,3,8
689,690,2017-08-09 21:29:00,5.5,medium,14,concurrent,4,3,3,10
690,691,2017-08-09 21:29:00,5.5,medium,14,concurrent,0,1,1,2
691,692,2017-08-09 21:29:00,7.8,high,7,concurrent,0,4,0,4
692,693,2017-08-09 21:29:00,5.5,medium,14,concurrent,0,2,3,5
693,694,2017-08-09 21:29:00,5.5,medium,14,concurrent,3,6,1,10
694,695,2017-08-09 21:29:00,7.8,high,7,concurrent,5,1,3,9
695,696,2017-08-09 21:29:00,7.8,high,7,concurrent,1,3,2,6
696,697,2017-08-09 21:29:00,7.8,high,7,concurrent,4,4,2,10
697,698,2018-04-05 18:29:00,5.3,medium,14,concurrent,5,5,0,10
698,699,2017-08-09 21:29:00,7.8,high,7,concurrent,2,5,1,8
699,700,2017-08-09 21:29:00,7.8,high,7,concurrent,2,7,0,9
700,701,2017-08-09 21:29:00,7.8,high,7,concurrent,2,6,0,8
701,702,2018-04-05 18:29:00,5.3,medium,14,concurrent,1,1,2,4
702,703,2017-08-09 21:29:00,7.8,high,7,sequential,4,3,1,8
703,704,2017-08-09 21:29:00,7.8,high,7,concurrent,1,0,1,2
704,705,2018-04-05 18:29:00,5.3,medium,14,concurrent,2,6,1,9
705,706,2017-09-08 20:29:00,7.8,high,7,concurrent,5,7,1,13
706,707,2017-09-08 20:29:00,7.8,high,7,concurrent,3,0,1,4
707,708,2017-09-08 20:29:00,7.8,high,7,concurrent,5,1,0,6
708,709,2017-09-08 20:29:00,7.8,high,7,concurrent,2,1,3,6
709,710,2017-09-08 20:29:00,7.8,high,7,concurrent,1,1,0,2
710,711,2017-09-08 20:29:00,7.8,high,7,concurrent,2,2,0,4
711,712,2017-09-08 20:29:00,7.8,high,7,concurrent,0,7,2,9
712,713,2017-09-08 20:29:00,7.8,high,7,concurrent,0,6,0,6
713,714,2017-09-08 20:29:00,7.8,high,7,concurrent,2,7,2,11
714,715,2017-09-08 20:29:00,7.8,high,7,concurrent,5,1,2,8
715,716,2017-09-08 20:29:00,7.8,high,7,concurrent,0,3,3,6
716,717,2017-09-08 20:29:00,7.8,high,7,concurrent,1,6,3,10
717,718,2017-09-08 20:29:00,7.8,high,7,concurrent,2,7,0,9
718,719,2017-09-08 20:29:00,7.8,high,7,concurrent,4,2,1,7
719,720,2017-09-08 20:29:00,7.8,high,7,concurrent,5,5,1,11
720,721,2017-09-08 20:29:00,7.8,high,7,concurrent,4,7,0,11
721,722,2017-09-08 20:29:00,7.8,high,7,concurrent,3,5,3,11
722,723,2017-09-08 20:29:00,7.8,high,7,concurrent,2,2,1,5
723,724,2017-09-08 20:29:00,5.5,medium,14,concurrent,5,5,2,12
724,725,2017-09-08 20:29:00,5.5,medium,14,sequential,3,3,0,6
725,726,2017-09-08 20:29:00,5.5,medium,14,concurrent,2,0,3,5
726,727,2017-09-08 20:29:00,5.5,medium,14,concurrent,0,2,0,2
